,gpt,prompt,real
283,"""Let's all do our part to support the most vulnerable members of our communities during this pandemic. Together we can make a difference."" - Priyanka Chopra",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Omg I am in line just to get food!! I am back in Nicaragua ??thank you Democrats for promoting panic!!#coronapocalypse #Covid_19 https://t.co/L21eBcjIE9
284,"""Remember to check in on your loved ones and friends during these challenging times. We all need a little extra love and support right now."" - Jennifer Lopez",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,.@Tesco we are a couple with a baby self isolating due to covid-19 infection for at least another week yet there are no delivery slots or even click&amp;collect until APRIL 1st. We live 45 min from a supermarket so asking neighbours is a big ask. What are we supposed to do? #covid19
285,"""I know it's hard to stay motivated during this pandemic, but let's keep pushing ourselves to be our best selves. We got this!"" - Justin Bieber",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Every #supermarket #cashier deserves a damn medal when this mess is over. Be kind to them. 
#corona #coronavirus"
286,"""COVID-19 has affected every corner of the world. Let's work together to ensure that no one is left behind."" - Malala Yousafzai",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Hey guy, I get the free toilet paper from

https://t.co/AnYuXpKBqe

If you looking the toilet paper,You can't Miss this
#ProtectiveGloves #Coronavirus #ToiletPaper  #AntWholeSale #Disinfectant https://t.co/u7jd57gnBx"
287,"""We all have a responsibility to keep ourselves and others safe during this pandemic. Let's not take it lightly."" - Chrissy Teigen",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Notes from #coronavirus #SocialDistancing:

Went to the grocery store at 6:30 AM. There were four small piles of newly delivered toilet paper on the shelves. The entire aisle was bare. Sign said ""Limit 3.""

I bought 1. https://t.co/aw6B7to1tx"
288,"""I'm so grateful for the healthcare workers and first responders who are risking their lives to keep us safe. Thank you for your service."" - Tom Hanks",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,How Much #ToiletPaper ?! - The #Coronavirus Toilet Paper Calculator - use accordingly and find out how much you actually need.  https://t.co/0WrsJtZIuB
289,"""I know it's been a tough year, but let's not forget to count our blessings and be thankful for what we have. Sending love to everyone."" - Jennifer Lawrence",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Use Hand Sanitizer
.
.
.
.
#CoronavirusPandemic #coronavirus #COVID?19 #COVID19 #Covid19India #sanitizer #handsanitizer #StayAtHome #staysafe #IndiaFightCorona #lockdown #Isolation #graphzoid https://t.co/cfZQ8bJjVW"
290,"""I urge everyone to take COVID-19 seriously and follow the guidelines set by health experts. We can all make a difference."" - Barack Obama",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"In this weekÂs sitrep: Continued COVID-19-related volatility in the markets as oil and energy prices sink in reaction.

https://t.co/wwFyVmiZlx"
291,"""I miss performing for my fans, but the safety of everyone is the top priority right now. Let's keep doing our part to stop the spread of COVID-19."" - Lady Antebellum",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"""With the global spread of COVID-19, scammers are preying on your fears. Canadians are being warned to be careful of the scams that are circulating. Read more here: https://t.co/kEynPu36XZ"
292,"""It's important to remember that we're all in this together. Let's continue to support each other and be kind."" - Reese Witherspoon",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"?DO YOU NEED A MASK?
A Tweet from @CDC spurred us. @StanfordHealth then moved mountains in a hurry to get us an interview with the Dr. Stanley Deresinski. (11/19) #Covid_19
?https://t.co/V6ERhHUaiP https://t.co/kDuwQyZV6W"
293,"""I'm grateful for the technology that's allowed us to stay connected during this pandemic. Let's keep finding ways to stay connected while staying safe."" - Mark Zuckerberg",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Protect what you love
294,"""COVID-19 has affected all of us in different ways. Let's continue to be patient and understanding towards one another."" - Emma Watson",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"NYS is aware that there is an uptick of #Coronavirus scams on social media, emails, texts and websites. 

If you're aware of a scam involving a financial product or service, visit the @NYDFS website or call their Consumer Hotline at: 1(800) 342-3736.

https://t.co/MqPbpLOZyY"
295,"""We're all looking forward to the day when things go back to normal, but until then let's stay strong and keep fighting against COVID-19."" - LeBron James",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,@AndreLeo2020 @UnChAiNeDLaTiN1 @RealCandaceO https://t.co/JEqpBGs2La I'm I to be offended?
296,"""I'm thankful for the scientists and researchers who are working tirelessly to develop a vaccine for COVID-19. Thank you for your dedication and hard work."" - Stephen Hawking",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"I was already pretending the new one way arrows in my grocery store aisles were speed boosts, so I dropped bananas behind me to slow down the other racers and to ensure maximum social distancing I chucked cans at them ...  I have to shop at another grocery store now! #Covid_19"
297,"""Let's all take a moment to appreciate the beauty of nature during this pandemic. It's a reminder that there's still so much good in the world."" - Emma Stone",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,I Cancelled My Holiday in Holland 16 03 20 Due to Covid 19 Sitution Landal will not refund and increase prices deliberately so customers have no other option but to rebook in November This is Unacceptable
298,"""COVID-19 has been a challenging time for parents and caregivers. Let's continue to support them in any way we can."" - Michelle Obama",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"In Canada, #COVID19 may affect food prices and availability: https://t.co/gyViJPBiGR @CBCNews"
299,"""I'm inspired by all the acts of kindness and generosity I've seen during this pandemic. Let's keep spreading positivity and hope."" - Katy Perry",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Philips ramping up production of ventilators but we really need other manufactures to rejig production from consumer goods production War footing effort needed against
300,"""Remember to take breaks from the news and social media during this pandemic. It's important to prioritize our mental health."" - Jameela Jamil",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,prices tumble at the open in Asia after a trillion dollar Senate proposal to help the hit American economy was defeated and death tolls soared across Europe and the US 19
301,"""COVID-19 has taught us the importance of self-care and taking care of our bodies. Let's continue to prioritize our health."" - Gwyneth Paltrow",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Now I already at my village Perlis,Kuala Sanglang....my grandma opened a grocery store to earn a living since I was a kid.....that is situation now

 #PerintahKawalanPergerakan 
#COVID2019 https://t.co/kBqTGsofZH"
302,"""I know it's tough, but let's continue to find joy in the simple things during this pandemic. It's the small things that make a big difference."" - Mindy Kaling",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"ÂAs COVID-19 spreads throughout the country, it is especially important that Americans are not taken advantage of by sellers of products at unconscionable prices."""" https://t.co/sHLX4tdEHV"
303,"""COVID-19 has shown us that we're all interconnected and that our actions affect others. Let's continue to act responsibly and with empathy."" - Brie Larson",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"@JeffBezos @billgates  Trillion dollar companies, built up by the consumer investment of Americans. I use Amazon and Microsoft products, looking forward to when this over and people notice. #coronavirus"
304,"""I'm grateful for all the artists who are using their talents to bring joy and comfort to people during this pandemic. Thank you for your creativity."" - Lin-Manuel Miranda",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,?? PLEASE SHARE ?? Oklahomans please wait until after 8AM to hit the grocery store. Reserve that first hour for seniors and those most vulnerable during the #coronavirus outbreak! Let's help each other out! #COVID19 @OKCFOX https://t.co/HjARCBRuu3
305,"""Let's continue to support our local businesses and communities during this pandemic. Together we can make a difference."" - John Legend",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Fake @asda voucher warning from @CTSI_U. Email claims to be from supermarket chain Asda and says you've received a voucher for money off shopping during the quarantine.

Form to claim coupon actually steals credit card details. #ScamAlert #coronavirus"
306,"""COVID-19 has been a wake-up call for us all. Let's use this moment to create a better and more just world for everyone."" - Jane Fonda",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Dear World,
Did tou stock up on enough food?
#CentralAfricanRepublic #CoronavirusPandemic #CoronaVirus #Corona #Virus #COVID2019 #COVID19 https://t.co/h3aLCX2qQI"
307,"""Remember to prioritize your mental health during this pandemic. It's okay to not be okay."" - Lizzo",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"How much are you spending to stock up for a 2 week quarantine?

This graphic from @howmuch_net shows us what these costs could look like.

#corona #food #newbedfordma #newbedford #covid19 #coronavirus #quarantine #investments #insurance #dartmouthma #fairhavenma #fallriverma https://t.co/Ji3jPmbZB3"
308,"""I'm so grateful for the love and support I've received from my fans during this pandemic. Let's continue to uplift each other."" - Shawn Mendes",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Malaysia #COVID2019 update
- Nationwide lockdown 18-31 March
- no mass gathering allowed of any sort
- no travel in and out the country
- schools and higher institutes are closed
- government service are closed except essential services
- supermarket, groceries are open"
309,"""COVID-19 has reminded us that we're all vulnerable and that we need to take care of each other. Let's continue to act with compassion and empathy."" - Ellen Pompeo",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"ICYMI: Herald has stepped up its supply of foil trays, lids and bagasse hot boxes and burger boxes in a bid to support pubs, bars and restaurants operating as hot food takeaways during the coronavirus outbreak. https://t.co/H1at2SZ4L4 #coronavirus #covid19 #delivery https://t.co/soebFwYnvh"
310,"""This pandemic has shown us how important it is to invest in science and research. Let's continue to support these efforts."" - Neil deGrasse Tyson",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"So panic buying of soaps and toilet roll was bad enough, now the idiots are stockpiling alcohol ? whats wrong with people #CoronaVirus #StopPanicBuying #Covid_19"
311,,prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"COVID-19 FACTS

Testing does not cause ot cure the virus

99.99% of population will not die if they get it

Grocery stores will not run out of food, so stock piling is nuts, food industries are at work

Supply chain from China back to 100%

Media is hyping this entire thing!"
312,"""COVID-19 has been a difficult time for many, but let's not forget that we're resilient and we'll get through this together."" - Selena Gomez",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"What did you do to prepare for Covid-19? Did you stock pile food, cleaning supplies? If you are in one of the hot spots, whats it like in your area? Schools closed? If so, how long? Is testing available? #COVID?19 #StayHome #covid #CoronaVirusUpdates"
313,"""I'm grateful for all the essential workers who have been working tirelessly during this pandemic. Thank you for your service."" - Beyonce",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Stay safe you filthy animals.
#coronavirus #WashYourHands #StaySafe #StopPanicBuying

https://t.co/Q6MRmUeO4A"
314,"""Let's continue to find ways to support our communities during this pandemic. We're all in this together."" - Dwayne ""The Rock"" Johnson",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Seattle will offer $800 grocery store vouchers to 6,000 families
.
Keep Checking Corona Live Updates -- #COVID2019 #COVID #COVID19  #Corona #CoronaAlert #CoronavirusOutbreak #CoronaVirusUpdates #Coronafighters #Korona #QuarentineLife #StPatricksDay"
315,"""This pandemic has shown us the importance of taking care of our mental health. Let's continue to prioritize our well-being."" - Demi Lovato",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"As a consumer service, the Alabama Department of Insurance has compiled important information from health insurers providing coverage in Alabama. &gt;&gt; https://t.co/4vXxSaH4l6"
316,"""COVID-19 has shown us the power of human connection, even when we're physically apart. Let's continue to stay connected and support one another."" - Justin Timberlake",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Here s a list of key workers if you are stuck It includes health care professionals education and childcare justice system journalists and broadcasters and supermarket delivery drivers
317,"""I urge everyone to continue practicing social distancing and wearing masks. It's up to us to stop the spread of COVID-19."" - Jennifer Aniston",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Hey I read your book Becoming and I could relate to your fear of having a child with food allergy People with food allergies are going hungry We re being left out of emergency programs Can you help
318,"""COVID-19 has affected all of us, but it's important to remember that we're all in different boats. Let's be kind and understanding towards one another."" - Taylor Swift",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"there's a special place in hell for people hoarding alcohols, sanitizers, and surgical masks then reselling them online at exorbitant prices! malala pa kayo sa COVID-19! ?
#COVID2019"
319,"""I'm grateful for all the healthcare workers who are on the frontlines of this pandemic. Thank you for your bravery and dedication."" - Sandra Oh",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"@eddie_mackie @lisaocarroll In simple terms, yes. People are drinking less. Restaurants, hotels, fast food outlets closed creating less demand. There's usually a surplus of milk in the spring anyway, and much is dumped. Covid-19 has created less demand du"
320,"""COVID-19 has shown us how important it is to take care of our planet. Let's continue to be mindful of our impact on the environment."" - Leonardo DiCaprio",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Preach!! More of the big supermarket chains need to follow suit ?? 

@Tesco @Morrisons @asda @coop_food @sainsburys 

#StayHomeSaveLifes #NorthWales #Covid19UK #coronavirus https://t.co/T4uGQAONHK"
321,"""I know it's been tough, but let's keep finding ways to stay positive during this pandemic. We'll get through this together."" - Ariana Grande",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Told my friend I was shopping online, she said why will I be shopping when the world is about to end?, what if everyone dies?, wonÂt the order become useless?. IÂm still laughing, Covid-19 fear have finished this one."
322,"""COVID-19 has taught us the importance of having strong public health systems. Let's continue to invest in these systems."" - Bill Gates",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Waiting in a line in 1 meter distance from each other to be let into the supermarket one at a time
323,"""Let's continue to support our educators and students during this pandemic. Education is more important now than ever."" - Meryl Streep",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,New Brunswick food banks bracing for double demand amid COVID-19 outbreak: https://t.co/y6RzPLKfF5 https://t.co/2Ofsxzu6O1
324,"""I'm grateful for all the small acts of kindness I've witnessed during this pandemic. Let's continue to uplift and support one another."" - Oprah Winfrey",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"While coronavirus (COVID-19) has sparked some consumer concern over fresh foods, @FMI_ORG @FMI_FoodSafety is stressing that COVID-19 is not a foodborne illness. 

@CDCgov #coronavirus #covid19 #foodsafety #foodindustry 
https://t.co/MdsyrJLx0t"
325,"""COVID-19 has shown us the power of community and how we can come together in times of crisis. Let's continue to support one another."" - Chrissy Teigen",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Tired of there being no toilet paper, food, or water. Tired of the panic. Tired of even stronger viruses. I have the only answer. Population control. Spay and neuter your children. I have no uterus done my part #Covid_19"
326,"""I know it's been a difficult time, but let's not forget to find joy in the little things. Laughter is good for the soul."" - Kevin Hart",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Probably the same people who stock piled food then go get a Uber to deliver them McDonaldÂs food. We should use these people first as vaccination trials ?
#coronavirus #Corvid19uk #McDonalds"
327,"""COVID-19 has reminded us of the importance of self-reflection and self-care. Let's continue to prioritize these things."" - Emma Roberts",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Ive been stocking groceries for weeks. No grocery store lines for me. #CoronavirusPandemic #Covid_19 #SocialDistancing #CancelEverything https://t.co/8Y3xGrXLif
328,"""I urge everyone to continue to support local businesses and artists during this pandemic. They need our help now more than ever."" - Lin-Manuel Miranda",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,#Coronavirus #lockdown has spelled doom for the #banana farmers with crop rotting in the orchards and prices crashing in East and #WestGodavari districts of #AndhraPradesh.  #andhrapradesh #Banana #Coronavirus #COVID19 https://t.co/Xn9vKDkBSG
329,"""COVID-19 has shown us how important it is to have access to quality healthcare. Let's continue to fight for healthcare for all."" - Angelina Jolie",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"HereÂs an idea... If you have a car or live local to a supermarket, leave the #CoOp for the elderly and vulnerable!! WouldnÂt it be great if they had somewhere local that us young uns dedicate to them! IÂd happily donate to cover the more expensive prices. #coronavirus #COVID19"
330,"""I'm grateful for all the people who are using their platforms to raise awareness about COVID-19. Let's continue to spread accurate information."" - Zendaya",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Hindustan Unilever (HUL) increasing prices of soaps and hand washes in these trying times! What could be more opportunist and shameful than this!! 

@HUL_News @drharshvardhan 
@narendramodi @PMOIndia

#coronavirus #CoronaVirusUpdate
#boycottHUL #coronavirusindia"
331,"""This pandemic has shown us the importance of empathy and understanding. Let's continue to be there for one another."" - John Boyega",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"#URGENT # COVID19 #GOUVERNANCE The Government is setting up an anti-fraud squad against the illicit and uncontrolled rise in prices in this particular context imposed by the #Coronavirus.
Number to call to report increases in gas prices to BAMAKO beyond the official price https://t.co/1z5uURPelj"
332,"""COVID-19 has affected all of us in different ways, but we can all do our part to stop the spread. Let's continue to act responsibly."" - Jennifer Lopez",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"New York State Pays Up to 15 Times the Normal Prices for Medical Equipment

#coronavirus  https://t.co/Izy1KnBfsb"
333,"""I'm grateful for all the researchers working tirelessly to find a vaccine for COVID-19. Let's continue to support their efforts."" - Tom Hanks",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,@GlynisSpencer @BBCPolitics Convenience store prices are always higher than supermarket stores because they are convenient - clue is in the word ÂconvenienceÂ. #TrumpsVirus #coronavirus
334,"""Let's not forget the impact COVID-19 has had on mental health. Let's continue to prioritize our well-being and seek help when needed."" - Lady Gaga",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"?@GalenWestonJr?
?@loblawco?

Time to up the online shopping and drive up pickup in a MASSIVE way.  10 days to pickup if I order right now!
Do better!

Grocery store staff fed up with 'social' shoppers who flout pandemic rules
https://t.co/PSZBHtWuN3 https://t.co/eTjCLPaS1M"
335,"""This pandemic has shown us how important it is to have access to reliable information. Let's continue to seek out trustworthy sources."" - Emma Watson",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Phoenix News COVID-19 could help stabilize Phoenix-area home prices https://t.co/smuqXwLExT
336,"""COVID-19 has shown us how important it is to support our local communities. Let's continue to shop and dine locally."" - Chrissy Metz",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"This moment raises demand for #CSR that's verifiably connected to value. 

#brands, tomorrow's consumer will be more savvy re: #greenwashing.

#Blockchain community, this is an adoption moment for tools for transparency and accountability. 

@echasan 
https://t.co/wZxjE0uOXF"
337,"""I urge everyone to continue to practice good hygiene habits. Washing your hands regularly is one of the easiest ways to stop the spread of COVID-19."" - Tom Brady",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,@MattFingersArni @brianbloop2 @Roblev0 @CheeseNBranston @Rudy48053087 @David19531501 @susan04071 @davidjamesrobe4 @DavidGSmith18 @european_kate @Jones85231187 @chrisgregson123 @dw2essex @BrianWi62063896 @BeakyDruggan @Jag11814459 @Swen28002 @Charlie_45uk 
338,"""This pandemic has reminded us of the power of technology to connect us even when we're physically apart. Let's continue to utilize these tools."" - Elon Musk",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Earn easily just by creating a dummy purchase list and earn coins which can later me transferred directly to your bank account.Give a missed call to 8105473545 and we will set your business live in 30 mins
Download App -https://t.co/02UtQKozDG
#Covid_19 #restaurant #food #retail https://t.co/yEXPAwZjUC"
339,"""COVID-19 has been a wake-up call for many of us to prioritize our health. Let's continue to make healthy choices and take care of our bodies."" - Gwyneth Paltrow",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,People change things change things wont be the same
340,"""I'm grateful for all the scientists working hard to develop treatments for COVID-19. Let's continue to support their research."" - Bill Nye",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"#4. CPG and Retail
Major retailers in China like Starbucks, Uniqlo, Nike and #Apple had temporarily shuttered their store
Sellers on Amazon's marketplace are reportedly struggling to bring goods into the country
#Coronavirus infects luxury spending at #LouisVuitton, Ralph Lauren"
341,"""Let's continue to support our local farmers and food systems during this pandemic. Access to fresh and healthy food is essential."" - Gisele Bundchen",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,My hack is usually @AmazonFresh (they have no delivery slots available) or @FreshDirect (with the uncertainty I can't splurge on their prices) I honestly don't know what to do. #coronavirus #southbronx
342,"""COVID-19 has shown us the importance of having access to quality childcare. Let's continue to advocate for affordable and accessible childcare."" - Serena Williams",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,How post offices are handling the coronavirus online shopping boom - Vox https://t.co/1tpbTJb7a6
343,"""I urge everyone to continue to be patient and kind during this pandemic. We're all going through a tough time, but we'll get through it together."" - Michelle Obama",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,All chain pharmacies in #Bangkok that I have been to are sold out of masks but the independent pharmacies have them. Quality varies and some prices are ridiculous. One of them tried to sell me one mask for $4USD. I ended up buying 10 for $7.50 somewhere else.#Covid_19
344,"""This pandemic has shown us how important it is to have access to safe and affordable housing. Let's continue to fight for housing justice."" - Mark Ruffalo",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Seen on Facebook: Health care workers, grocery store employees and truck drivers ... are now more important than professional athletes, actors and famous musicians. #coronavirus"
345,"""COVID-19 has highlighted the importance of supporting mental health services. Let's continue to prioritize our well-being and seek help when needed."" - Taraji P. Henson",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Just came across this news link It s informative
346,"""I'm grateful for all the individuals and organizations providing support to those in need during this pandemic. Let's continue to help our communities."" - Shawn Mendes",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Share your appreciation of the many grocery store workers in Central Ohio and across the country during the outbreak
347,"""Let's continue to support small businesses during this pandemic. They are the backbone of our communities."" - Martha Stewart",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"If people who don't have food allergies could NOT panic buy allergy friendly food for their stock piles, then that would be great
As someone who is very allergic to gluten it's worrying to see gluten-free cupboard items are out of stock (which never happens) already now #Covid_19"
348,"""COVID-19 has shown us how important it is to have access to affordable and quality healthcare. Let's continue to fight for healthcare for all."" - Bernie Sanders",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Me &amp; Cat did the shopping today. @Morrisons were very good at keeping folk at a distance - We split up in order to be swift in the grocery store and this then allows a steady flow IN/OUT #SocialDistancing #Shopping ?&lt;------&gt;?
349,"""This pandemic has shown us the importance of empathy and compassion. Let's continue to be there for one another."" - Mindy Kaling",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"@VodafoneGroup 
Good job Vodafone, you've done very well by putting up your prices up as everyone is on lockdown and on lower wages.  You've excelled yourselves once again.  #COVID2019 #coronavirus #lockdownuk #immovingprovider #ripoff"
350,"""I urge everyone to continue to stay informed and educated about COVID-19. Knowledge is power."" - Stephen Colbert",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"What do you think the behavior effects of #coronavirus #COVID19 will be? I think we will be the ones that will always keep a stock of TP, Paper Towels, Clorox Wipes, Soap, Hand Sanitizer, disinfecting cleaning products, flour, yeast, and Ramen Noodles. Oh and facemasks."
351,"""COVID-19 has reminded us of the importance of community and how we can come together in times of crisis. Let's continue to support one another."" - Kelly Clarkson",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,@Janetb172 @denyessence @NoScienceDenial @westworld1974 @KerridwinR @SlsStudios @TJMair @Alexmipego @AnthonyT2_Mufc @zypisfy @Bootyju18047095 @NuckChorris16 @debbiepalm44 @th1rt3en_TM @rjmx @ProLifeReligion @SariellaHerself @spikeinthemidge @AprilLigeia @
352,"""Let's continue to find ways to stay creative during this pandemic. Art and music have the power to bring us together."" - Dave Grohl",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Va a Dar Via i Ciapp gt gt gt Right now Asda supermarket in Wembley London
353,"""COVID-19 has shown us how important it is to have access to affordable and reliable childcare. Let's continue to advocate for these services."" - Amy Schumer",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"I recently wrote a Forbes piece warning about the coming demise of U.S. Housing Bubble 2.0: https://t.co/YTmI6dSj7E

I'm going to post a few more good pieces about this topic in the attached thread. $XHB $JPM https://t.co/rr7x6qAtYg"
354,"""I'm grateful for all the scientists and healthcare workers working tirelessly to combat COVID-19. Let's continue to support their efforts."" - Dr. Fauci",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Bowling Green | Farmers seeing corn prices drop due to COVID-19 and foreign affairs https://t.co/SZ0zXeuAy9
355,"""Let's continue to prioritize our mental health during this pandemic. We all need to take care of ourselves and each other."" - Demi Lovato",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"I was in my local supermarket tonight and there as no pasta, rice or pulses. I asked the guy buying all the last bags why he needed so much...apparently heÂd been told Covid-19 was a lentil virus...IÂll get my coat..."
356,,prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"#mindspark The silver lining from this #coronavirus is some personal discipline into our heads.

Today at a supermarket, I had to hold my arm out to show an indicative one meter length. People are still close, but trying. Only two people are allowed in the supermarket at a time https://t.co/0fjoFu9HMl"
357,"""COVID-19 has shown us how important it is to have access to affordable and quality education. Let's continue to fight for education for all."" - LeBron James",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"It'll make bump into April bumpier, drawing down checking, but went to store to stock up another week or so of food (while there was any left to stock).  Welcome to the 21st century &amp; Covid-19 Land."
358,"""I urge everyone to continue to practice social distancing and wear masks to stop the spread of COVID-19. We can all do our part."" - Jennifer Aniston",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"My 1 wish when we are through this is that the government @BorisJohnson recognises the hard work &amp; commitment the people of this country who have kept the wheels in motion all the NHS staff to the supermarket employees, to the lorry drivers &amp; every other key worker #coronavirus"
359,"""This pandemic has reminded us of the importance of our planet and the need to take care of it. Let's continue to prioritize sustainability."" - Leonardo DiCaprio",prompt: please generate 100 tweets about COVID19 that would be written by celeberties, All the people who are outside risking their own for the rest of us including grocery store workers and professionals should be applauded   says UCR
360,"""I'm grateful for all the medical professionals working tirelessly to save lives during this pandemic. Let's continue to support their efforts."" - Ellen DeGeneres",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,Reality check indeed  
361,"""COVID-19 has shown us how important it is to have access to mental health resources. Let's continue to break down the stigma surrounding mental illness."" - Demi Moore",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Abhishek Muralidharan of WhatPackaging says, ""The supply and demand of food will be a challenge to both the manufacturing and #packaging sector.

Consumer spends will take a hit due to the sourcing of raw production materials plus unavailability and rising costs.

#Coronavirus https://t.co/GHTWNNciQm"
362,"""Let's continue to support our local artists and cultural institutions during this pandemic. Art and culture are essential to our well-being."" - Lin-Manuel Miranda",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"@Ryanair I'm trying to change flights.The flight prices when changing is dearer than making a new booking,A return flight is cheaper than the price of one of my flights.If this is to compensate for your ""no change fee"" shame on you. Why? At these times #C"
363,"""This pandemic has shown us how important it is to have access to affordable and nutritious food. Let's continue to fight for food justice."" - Padma Lakshmi",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Beauty, some spare #toiletpaper. Found The #EpochTimes &amp; its CCP (#Chinese #Communist Party) #Virus Special Edition in my letterbox. ? #coronavirus #COVID19 #human #pandemic https://t.co/ufQC26V69q"
364,"""I urge everyone to continue to be kind and empathetic towards others during this pandemic. We're all in this together."" - Keanu Reeves",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,It's pretty sad when the high point of your day is scoring toilet paper and paper towels while making a 6am dash to the market to take advantage of the old farts shopping hour! #toiletpaper #Shopping #COVID?19 #COVID #RealJamesWoods #coronavirus #SocialDistance
365,"""COVID-19 has highlighted the importance of prioritizing public health. Let's continue to support our healthcare system."" - Dr. Sanjay Gupta",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"I cant help but think about how much online shopping marketing is going to be amping up now that people are staying isolated, at home, and are prime targets due to stress, boredom, and need for necessities. Capitalism preys again. #CoronaVirusCanada #capitalism #Covid_19"
366,"""Let's continue to find ways to stay connected with loved ones during this pandemic. We all need each other more than ever."" - Selena Gomez",prompt: please generate 100 tweets about COVID19 that would be written by celeberties,"Strategy Analytics: COVID-19 Drives Recession Damaging Automotive, Consumer Electronics and Semiconductors Globally - https://t.co/YIpmAuNshk
Real GDP Predicted to fall 10% to 15% in 2020 as consumer spending plummets.
BOSTON--(BUSINESS WIRE)--New scenario analysis from Strate... https://t.co/JYEKM1wMLH"
